sentence_id,source,label,tfidf_logistic_regression_probability,tfidf_logistic_regression_prediction,pytorch_textcnn_probability,pytorch_textcnn_prediction,distilbert_probability,distilbert_prediction
sentence_5003771fef6f3853fd3d9c07341051ad949edb316ef290b616cf43cebc1605b9,imdb,1,0.7019663311513443,1,0.4960281550884247,0,0.99098337,1
sentence_50b979daafd486efac96f17e167afa1c5f1ad1e77655348ffa23485e89964984,amazon,1,0.7827493669974994,1,0.29430055618286133,0,0.99516594,1
sentence_5317d64ffdde81b2eccb8a48572085b18e1c56b6627c6366a28ffe3eb452dd0f,imdb,1,0.6424308857569355,1,0.3516734838485718,0,0.99369794,1
sentence_532533ec6dcd26385158a565b5649ec7c6a7d4c64928bc2bca812081c0d57610,yelp,0,0.22948241416952755,0,0.5008454322814941,1,0.011035818,0
sentence_53ac66cf4cf2227d1f256a33d5510fd297711d7a8fb40c0f78fc4543c6870e0f,yelp,1,0.705088331391089,1,0.22474262118339539,0,0.9955428,1
sentence_54831eb331f087b9139be85e37c3a4483f489b53bd522f256763908e1bfe76a5,imdb,0,0.38520265326582975,0,0.7945238947868347,1,0.011815263,0
sentence_54aee27dbda19bdc357fa42359020b1277962037d8327251f56b8b28e504d728,imdb,1,0.6047694240519146,1,0.3785521984100342,0,0.9388645,1
sentence_55a693a0641596fdb68406dc6f91e1522bb063634b7a53c4ef9488e8b23818fb,yelp,0,0.5196460165410073,1,0.8387933373451233,1,0.012433255,0
sentence_55add1819ab1e7e7ebcad892447cc7349bee93b41cfc65b0226ba54daae9c946,amazon,0,0.4024667741487345,0,0.6916226744651794,1,0.00831612,0
sentence_563dbbe70ddd15021545975f27b0a84cae11e1a84d4c1f71941e5eedfc8cdbdd,yelp,0,0.39369718972896,0,0.7264114022254944,1,0.023702402,0
sentence_57812e79c8974eda019fb63fceb71156e87cd8ba9b929ecf140e83796e71c09e,amazon,1,0.4445052254412083,0,0.6640134453773499,1,0.44348878,0
sentence_58e8f5a1a508ff460d1a186672d178277174eef81bdf7b52e65f1a02d37f929b,imdb,0,0.4954658863684797,0,0.24574722349643707,0,0.95751536,1
sentence_59135319dede1250d529ce4bce87c7a8f9add1e4773b9803c415f5d136e91464,yelp,0,0.20590830078669042,0,0.11767824739217758,0,0.6988155,1
sentence_59c8963f9379dcc5b09f0523142fd8bc6c32269809dadd4cdd9d3c71f690b14a,amazon,1,0.33817841335799703,0,0.2563902735710144,0,0.988538,1
sentence_5c8421a3ab6cd50a4897eeeb4dd482788e9a63e049f40e944785a3c5ba542254,amazon,1,0.44811164626333105,0,0.3101501762866974,0,0.99284256,1
sentence_5c90ec633d7e44ccf60a6a8722d63a5588e8d4fd18e8eced668b9de741b73761,imdb,0,0.43505967667531964,0,0.8599962592124939,1,0.009772541,0
sentence_5d30d9b66a757fe4f6962c0da466b36b4143f153e9f0c02c1b8271bf8f98d9ca,amazon,1,0.40312858095320586,0,0.624116063117981,1,0.99397165,1
sentence_5f1d7631f8b4e0d3024dcd132c3f7c217610188616062816b63ad53ebc792f74,amazon,0,0.43668383650504883,0,0.7619138956069946,1,0.89846766,1
sentence_5ff112b1771789b58d9fc77df76b65fab2df39ccf1b84eda048096e21fe3242a,imdb,1,0.574774158493933,1,0.31046634912490845,0,0.99042434,1
sentence_63e42af4705b5208423711fd34ddc6589496652227dbadaefa442487514838a1,amazon,1,0.3818524159640657,0,0.7659107446670532,1,0.0121105015,0
sentence_642f8b410fe18ddf522066c23c4a77738cd2b9f06d09ccbfa5ea46ad4002b03f,amazon,1,0.44219709590617257,0,0.11704487353563309,0,0.99066645,1
sentence_65b9c153ccbbea70523a630a6a1afc2f7aa1f98faa3aabbe1e945497cc081ee4,yelp,0,0.398409810330128,0,0.5352598428726196,1,0.013895438,0
sentence_692c201080c3c4c0e5e88d4cee7c13866931f72838bc2b4a2207cbd0013d9eee,imdb,1,0.48721677776209416,0,0.6663393378257751,1,0.9917275,1
sentence_6ac1ab13087419a9fbd740797c3f5fdc39678d88fe90bd92c281ccb402c7b2eb,yelp,0,0.39220547200009503,0,0.734032928943634,1,0.48675388,0
sentence_6c2055058cb262238eff947ae683338a41b6af388b45aaa150f85526fe1a8431,imdb,0,0.6737920113900727,1,0.9055200219154358,1,0.009323344,0
sentence_6fb69dbdc7558ad91be6d7efa31d8be688885f88733c782ac60e3171662db54a,amazon,0,0.48205170278005677,0,0.5572123527526855,1,0.017098695,0
sentence_765283361a177f56b45cf39939a310f2984570f9f732436f0067cc6ea71d002c,yelp,0,0.46900103386277886,0,0.7993432879447937,1,0.016708683,0
sentence_7667da353cfe571eb6609e26411535ffb77f886ab39f1fa903891b88054fc475,imdb,1,0.5425668875445052,1,0.4900113344192505,0,0.55315864,1
sentence_7686a5eda0e937b4f02d7c8cbfb7efda74da2aeec7e5e45476c1b4d6b38d4871,amazon,0,0.45344245996776245,0,0.5287978053092957,1,0.014902738,0
sentence_76cee4751154a96dc8a7f879e96f73a1f46f12d579b3bcfa71a77d77067f8af9,imdb,0,0.5154095964826825,1,0.48126932978630066,0,0.00764239,0
sentence_7a633c61c5de8a1045f57b4f311dd073029543f782dd216f561605fbd311ea05,yelp,1,0.14627687716205853,0,0.12402407079935074,0,0.97774374,1
sentence_7dbc4829deffffea4ea618f8414617b949fce25abee0b0a3c80410c580064a79,yelp,1,0.5423562416128632,1,0.3061935305595398,0,0.9122511,1
sentence_7e00effc890cf9203fea5dbdcfab46a5b16c1b25893b993437722f28b5908ad2,imdb,1,0.7118793260980271,1,0.8260378241539001,1,0.08336783,0
sentence_8066b9a75358a5ac5f372643316cd01862052277e426da389c466eac90345281,amazon,0,0.36127975596132256,0,0.5728300213813782,1,0.015047024,0
sentence_81d9067b371d952fbbeda34c9431202d711f9db702e616fff13b4eb76ce78270,imdb,0,0.4459710537838445,0,0.797522783279419,1,0.009018362,0
sentence_8250e24b18102a21a7d61eabf4ec49e6f8d3c80b25ab1e228f1fd71a00c42f32,yelp,0,0.6128044891312727,1,0.59208744764328,1,0.012130969,0
sentence_83ddc71109dd041cefff52ea8655f11ac2e8f138f8db17adfc8f521d3122b483,amazon,0,0.6037253217880102,1,0.6442797780036926,1,0.008510314,0
sentence_83e0bf78bc61f359b4b277e6ad032bc00e5c1c64e728a8702c86eb1d26329132,yelp,1,0.526167744951511,1,0.3084481358528137,0,0.9757901,1
sentence_85b55c3c9caed3c9503448fa5bf039fddb7e84f42df57f6d34849850a797f123,imdb,0,0.4836795031122535,0,0.5602818131446838,1,0.009466227,0
sentence_862a449456ff7cb3ea61c9dbf7d4d6c708de505e70d72cc45719f0599a681649,amazon,0,0.44211463330460743,0,0.8420171737670898,1,0.028779456,0
sentence_862f622bfd098a95226c95c02b2ca8d2a865016b062e6d7f059257a9776652c2,yelp,1,0.21580976295999518,0,0.19167928397655487,0,0.87767655,1
sentence_8848e279465fa301e54e83cf2bb8236ea6f7bf4f396d01ca1e933d2e77d5c4cb,yelp,1,0.6011168816801622,1,0.23127400875091553,0,0.98281294,1
sentence_8943cd6c56afb6d4cc455a843e63f47dc2135693e5693eab50de371735d72c58,yelp,1,0.6712331167668559,1,0.30072104930877686,0,0.9908337,1
sentence_89639620d5bf8deba3c5cd4199cc9be0105bdd7e9ce8d78812e93ce74919f6ce,imdb,0,0.451050029129955,0,0.5387078523635864,1,0.016870858,0
sentence_8a8c78c7a10951c9b49056cda2ee366da33d7364dfeb355850f57f3fad2507fe,yelp,1,0.42202256569109237,0,0.13220956921577454,0,0.99268395,1
sentence_8def87aef8100e8033ecace225fa075f10916e2b5af9f967c3e9d56ff85f3b2f,amazon,0,0.40958962027297857,0,0.7248212099075317,1,0.008288391,0
sentence_8f4deb8ff6dba95a00a4561c6e5aaa6033c1b96f3a02a832aae1b4fb7bf4f97f,imdb,0,0.6558289465674687,1,0.40402141213417053,0,0.13506019,0
sentence_901a0c2f1d4bbcb24422249f3c1724dd30d031bd0493a365116ed517d637b00d,yelp,0,0.19601101030232057,0,0.15051506459712982,0,0.59085304,1
sentence_906def07b3dc6f0c090026eebab8497a221a0fc8dc292f997c7959cd1e6d3e4c,yelp,0,0.3421289134549327,0,0.518414318561554,1,0.01320548,0
sentence_909fd32235b8fcaa9e7500ca40a9b21c5466f7296a985adb79f746e4ae62a466,yelp,1,0.527488075716462,1,0.29442358016967773,0,0.9819787,1
sentence_90c3f23a7679d0c53e709b610351acf042392fd05fafa622275cfc693fb2de20,amazon,0,0.40444279431155367,0,0.8197522759437561,1,0.015496379,0
sentence_925bd6be0bf41957ea8fa9fd916ca0e781f347a77bea4c7abff8f4b5656e20c7,amazon,0,0.4370483983541782,0,0.5726127028465271,1,0.008149662,0
sentence_94da85d86ee1a9d3b50196811dd2bdcf0b73c7ff6f596bd1af6639085b34824d,yelp,0,0.4248630092435635,0,0.8148646950721741,1,0.7117069,1
sentence_958e3d04e516d0feb60bda22080f7cc9046e5ac4817ca61028390284497f42a2,imdb,1,0.6977263851603447,1,0.46473556756973267,0,0.9954509,1
sentence_96c906cb9ea6b1a973acbcdc4b551461f6b54df04182c915814095b1bc03bd9a,amazon,0,0.34673790252299574,0,0.54990553855896,1,0.017362472,0
sentence_96d1b2dc63fcbe9819665400745162a18c5be823fd0fb2a05fcd95c7e94d793a,yelp,0,0.5531215291224441,1,0.3231562077999115,0,0.017979138,0
sentence_9757dde30383110ed105afcfe7248307ff9ae33ceefa1727dc97582cabdd977f,imdb,0,0.5130185669378757,1,0.5099247097969055,1,0.009137847,0
sentence_98515c491b2b495cce7536646b9d1cf520c9310ef1cf9ba438f9b29231432836,imdb,1,0.5431695319286352,1,0.6746265292167664,1,0.26888818,0
sentence_9af315a643a5fef5e5fedbf667db6464bdb604f857047247d78fa30c1bcab9cd,amazon,1,0.650891247185553,1,0.4386652112007141,0,0.99355197,1
sentence_9eedd6448885a9c187f75e711759f7b266cb6f994213fbb8c71cbd2e946c015a,yelp,0,0.39875390964589963,0,0.07791046798229218,0,0.591977,1
sentence_9f1f09b7b841e46b5100a17a683c3259be36402def7290a775a6c56e12a7b0f4,yelp,0,0.5980378952033965,1,0.8033313751220703,1,0.007930417,0
sentence_a109e0153dc6a35a6b97da5c89b0961858701aa1923e1a0b8f42bbe09a5358c1,amazon,0,0.6156810782846773,1,0.5785016417503357,1,0.017420132,0
sentence_a1d46640d3108e3245abcdb2f77e72b6c40d2b05f5bbbac9e2d7ed2135b2a5a0,amazon,0,0.44871374382935736,0,0.527655303478241,1,0.016969347,0
sentence_a1d6de9795b3c3e9bdae4d6e2e6432e76de6727bd546a7e8158478065a1fd10a,imdb,0,0.5314132812760003,1,0.8355921506881714,1,0.008446729,0
sentence_a23f925512a4df22870db93b36465a1cd1306cf961695c64a47d1c8c2afaf1cf,imdb,1,0.3887863664381836,0,0.12219200283288956,0,0.9605767,1
sentence_a3853eae2abb137f5ba50a4b2ea92c9c4838a08087ff7d08ed5d59fc3d60becb,imdb,0,0.4835316009406685,0,0.6209949254989624,1,0.94628644,1
sentence_a56aa5ae1eb1f336b53e7dbaf6f81bbbea40eb8328a361c506594430ed903a56,imdb,0,0.40840959809123695,0,0.7132294178009033,1,0.01478552,0
sentence_a71ae5f4b8d2e08f4745b3a94042de96a417058a5327a67caaab5cd3e9b523d2,amazon,0,0.6051347296002679,1,0.15646345913410187,0,0.012976969,0
sentence_a76f9bf0c4b0749be9d7eade076e1afe889aa8d37fdbe0c67449d729189ea3ec,imdb,0,0.17047575059131417,0,0.5202080011367798,1,0.008574218,0
sentence_a9d84b091a8ae68b7b1e4212ec21be3ff5dbb77d10ab73be23915bb6d13a80a5,imdb,0,0.6469585963690688,1,0.6013522744178772,1,0.02760857,0
sentence_a9d90914dd98662723536e1563210ecddde65eff3441a029a6b2c25a90c068b4,amazon,0,0.2118281330205131,0,0.5944357514381409,1,0.007998022,0
sentence_aa3ddb6f12c2d0c97950dbd7aca0d16561550cf18d64577816497fc1fe40a460,amazon,1,0.33711062692238575,0,0.16736045479774475,0,0.92534596,1
sentence_aa98e891910b248a240d55edee4d8f1c57a142845677cbfbbd4f5e1a15321010,imdb,1,0.3458216881643908,0,0.3773418962955475,0,0.63526654,1
sentence_ab6ef20d43d2e6043a9eb5c34923df0545fdac5d267b1a82b68b3e56dc556e4c,imdb,1,0.5838346057957959,1,0.325181245803833,0,0.99494874,1
sentence_af6161814ee2d6cc1a2135c92b780fbbc8235adeeae22aee2ab1c09e598d2316,imdb,0,0.4278877551154614,0,0.6668642163276672,1,0.011614615,0
sentence_afe47fb663ca73897166314b289504e6bf551a08e32b413e80027c42842d9a35,amazon,1,0.563669799422994,1,0.4737890660762787,0,0.99487936,1
sentence_b12b0f33bce4edfde9e201e06b4c72342e7bf49f8ada18d9cebe49dd448acd8d,imdb,1,0.31056312207205033,0,0.5094276666641235,1,0.9641175,1
sentence_b197ce4dda867a7087d969919040ac8d06d727b954aff80cfdf4d1a4d4c9d2cb,amazon,1,0.5295353235628693,1,0.44909554719924927,0,0.9948979,1
sentence_b2352a71277706ece6c47f0fec2ce165f52fea820edb91a4032839393360adc2,imdb,1,0.5810884751950425,1,0.6084399819374084,1,0.035607778,0
sentence_b454e550091bd40b9568c3134d324129f071a11291c7270b19511b3638994fa2,amazon,0,0.373163862636891,0,0.5387172698974609,1,0.008076884,0
sentence_b5a543cc3bc4c772c3d949751dff5c653129ed381dfb32e3bbb4cea516910999,amazon,0,0.5855754449364541,1,0.810542106628418,1,0.019331276,0
sentence_b6671bf99094098497b07d1e2d72fd328f9f1728c93168c1ca9aa88bc2467640,imdb,0,0.26443945192469415,0,0.43465352058410645,0,0.64973974,1
sentence_ba1d08bca53876c1be4bc589c1c89f23ee3fbb56c0f16c182668600bb5c57a94,imdb,1,0.6726720663756232,1,0.4995194673538208,0,0.9938061,1
sentence_ba73c655861245c59dd8567e4f24f95b9fa42edee7ed57c5abc7da94b73462af,yelp,0,0.4444535191759991,0,0.8427701592445374,1,0.0120837195,0
sentence_ba9c00a396bf9777d5bf1027b1ad2fb2d587a9a754ed48151c71cfc69a1e5923,imdb,1,0.43216058391490964,0,0.4615314304828644,0,0.9928207,1
sentence_bac89235c814a6702bbccdbed89d459178b693f9e95e4e3322aae0423c565403,imdb,1,0.5558173084466339,1,0.40931767225265503,0,0.5384671,1
sentence_bb13dfad966482b2a424f9a024042f019519deaca9f9fa709d2f3d0d3e71543d,amazon,0,0.3346452692039287,0,0.51417475938797,1,0.022540782,0
sentence_be6b3fc58da2a25189a85242d84c77f6e1681eea8609dd423b3cfc29ac1503ce,yelp,0,0.408509714158452,0,0.6619999408721924,1,0.007734085,0
sentence_bed7588c5fa71f79bcd67e3103f3cb6e438e389bc1acba3e8a7ee041e23c1e33,amazon,1,0.4958819446267187,0,0.6693115830421448,1,0.9923718,1
sentence_bfa726510772c331bd9897afbc715152a59dc0b9b09caf3a69e192fd3e331ac5,yelp,1,0.668298411685256,1,0.49529537558555603,0,0.9950335,1
sentence_c0996ec96ffd2cc0f13d8400668169ab7ecc7656c88d45bbf5efdc98d067b868,imdb,1,0.6070078542656997,1,0.3211136758327484,0,0.99310803,1
sentence_c2b900337662eec0f35314cbbeb7c4a0d061704ba2465eb5239073cfcf3a5f61,imdb,0,0.600673216246172,1,0.4740324914455414,0,0.007796426,0
sentence_c56bb1fb66b276c33195ce6af077057e2c37512fc128930c053b6b2d8f4b2dd6,yelp,0,0.4158072329232393,0,0.3720925748348236,0,0.799847,1
sentence_c5952602307d982f65dc59167f4599222b9253980f8d741120288262fd7d3586,yelp,1,0.5474414048120844,1,0.4271649420261383,0,0.9953017,1
sentence_c6e56ee65d4326a633bae3a8bfdfd253594220edf5c1841b7c48b80096b6b8ae,yelp,1,0.6946022904102069,1,0.3250595033168793,0,0.9947213,1
sentence_c84dbc0f689225bdfbc78224e18aa8e50b2b8d734377831a7750e834d5bb9340,imdb,0,0.6011293708023271,1,0.7434200048446655,1,0.010283806,0
sentence_c8557f5a919376dde1196fd9c946838dd53852d9590d0dab44c974ce9b840743,yelp,1,0.5123863815233815,1,0.45102837681770325,0,0.9948008,1
sentence_c8cbfcd0a9310de4793d3e14f86d636eaa90ab791fb8a78b05f76deb252d428a,yelp,1,0.6880085820302929,1,0.29645562171936035,0,0.9956867,1
sentence_c94ae111a9337bf3fcbe0c610b9bf9ed5f181448657ba0c127d8ad0871f8e3e4,amazon,1,0.5576779824888994,1,0.4251668453216553,0,0.97675234,1
sentence_c9960029834c5aedddf81bbf3d992967b505c88133848bd60e56c25fe305e006,amazon,0,0.7028027990253884,1,0.2838294506072998,0,0.017800627,0
sentence_cb5714eea3a582c052d34c769becdac4b3209bb63a50a81f71fca9c189f144d6,imdb,0,0.4720997412510928,0,0.563755452632904,1,0.009472944,0
sentence_cc0a3ddaa8ba11de8586464ad5fc49ffc4fafb23c762c03d066a70e734e5067e,imdb,0,0.43847516246532925,0,0.7280358076095581,1,0.0075385845,0
sentence_cc1fa213ae00c24774b44a2e2086c716797afc6e9d2319fb5d8aaab51374632c,yelp,0,0.3902492852928805,0,0.5600326657295227,1,0.5777199,1
sentence_cc977b6452e7274bca2518876913556399d41e98d90b95251dda917588fe6d18,amazon,1,0.5236004183507583,1,0.7464079260826111,1,0.013870175,0
sentence_cccd1846094000bdee6caf192761f0b257b08384df942ac89c2db81807f4a0a8,imdb,0,0.6450884034515818,1,0.9036959409713745,1,0.016279386,0
sentence_cda6fe887bcb809d3c20725232f9c2f616b39254126fdc9833b867d12d158df2,yelp,1,0.5339236652625307,1,0.3393280804157257,0,0.9635257,1
sentence_cf8a827143d952173014dee782af95c232e0ef6ce6cd66292c4dd32a43a0d1af,imdb,0,0.7859409226064658,1,0.8972777128219604,1,0.027306704,0
sentence_d150362d1cc744c9d595c1c6fb887bac57133f8bd72d568c35104f7594131a0c,imdb,1,0.4668095012920564,0,0.33120569586753845,0,0.99429613,1
sentence_d1f0ca9f1b0e6fb3309d136eb2a1ad59f01befd9c62b2ee86e22eaa2687e07c1,imdb,0,0.5554454389742738,1,0.5828901529312134,1,0.008522183,0
sentence_d23563e388f2c50fde8132f1cc0c0130cfef8112fca9629e14afe65f6dcc8fa3,imdb,0,0.4073342612783764,0,0.5844530463218689,1,0.015067548,0
sentence_d23caae3917479c1e32edd26d6866af35e03a58dff9a686c0f644e1794f353bb,amazon,1,0.5852899794523181,1,0.4913155734539032,0,0.9946672,1
sentence_d357658ca3551c88ce67d42d5f3117e87aa9757b76df3a4778713f5a9e46de7b,imdb,1,0.5234745606759472,1,0.4364834129810333,0,0.9938134,1
sentence_d3ed59b9cdc475ac7e197af9a42668d31ad85c4829fe1099e5b439f373894786,amazon,0,0.46836270775050715,0,0.531004786491394,1,0.011858277,0
sentence_d5e081adccdb7357452bef645823730828b04dd01f078653ba6bc3d50b48ccb1,yelp,0,0.20555216069592588,0,0.26949527859687805,0,0.86724895,1
sentence_d70226d97e29a52a1ff77dc8cd08ba0450898591072f409bd1a2d3818cbb160c,imdb,1,0.5322194254283096,1,0.3372943699359894,0,0.98515564,1
